#*****< TOO Interrupt @ 2004071.131500000 >*****
#*****< RAD Interrupt @ 2005257.010619000 >*****
2005261.071333309  | ENAB
2005261.094318235  | DISA
2005266.161808601  | ENAB
2005266.173347694  | DISA
2005271.222028163  | ENAB
2005272.035734826  | DISA
2005273.062137005  | ENAB
2005273.111717393  | DISA
2005274.141431698  | ENAB
2005274.215950346  | DISA
2005275.131116103  | ENAB
2005275.183617262  | DISA
2005277.062706673  | ENAB
2005277.134816343  | DISA
2005279.210337517  | ENAB
2005280.042807189  | DISA
2005282.061148292  | ENAB
2005282.105530566  | DISA
2005285.033530511  | ENAB
2005285.104310347  | DISA
2005285.223731559  | ENAB
2005286.041529486  | DISA
2005287.185630457  | ENAB
2005288.020152406  | DISA
2005288.135736448  | ENAB
2005288.201537136  | DISA
2005290.083145197  | ENAB
2005290.180459432  | DISA
2005296.142256559  | ENAB
2005296.150610039  | DISA
#*****< TOO Interrupt @ 2005298.204500000 >*****
2005303.153715618  | ENAB
2005303.214902871  | DISA
2005304.090544563  | ENAB
2005304.134736163  | DISA
2005306.070554387  | ENAB
2005306.143905919  | DISA
2005307.013927920  | ENAB
2005307.054409921  | DISA
2005309.070926758  | ENAB
2005309.145442093  | DISA
2005310.011636194  | ENAB
2005310.065016386  | DISA
2005311.235853393  | ENAB
2005312.062027509  | DISA
2005314.005727160  | ENAB
2005314.063726464  | DISA
2005318.051425088  | ENAB
2005318.080000000  | DISA
2005319.180505086  | ENAB
2005319.235422758  | DISA
2005320.101825881  | ENAB
2005320.131124922  | DISA
2005321.232202316  | ENAB
2005322.021531248  | DISA
2005322.160906408  | ENAB
2005322.233614303  | DISA
2005323.081302709  | ENAB
2005323.105205388  | DISA
2005324.081338192  | ENAB
2005324.135737424  | DISA
2005327.070524411  | ENAB
2005327.095642185  | DISA
2005329.201048461  | ENAB
2005329.235150291  | DISA
2005332.225740548  | ENAB
2005333.014555589  | DISA
2005333.190122264  | ENAB
2005333.214022479  | DISA
2005335.082101399  | ENAB
2005335.112627021  | DISA
2005336.011840415  | ENAB
2005336.043431958  | DISA
2005337.230121388  | ENAB
2005338.021342780  | DISA
2005338.172647465  | ENAB
2005338.230805360  | DISA
2005340.153849565  | ENAB
2005340.205326089  | DISA
2005341.204455348  | ENAB
2005342.025732969  | DISA
2005343.143634985  | ENAB
2005343.203824985  | DISA
2005347.034922238  | ENAB
2005347.063558515  | DISA
2005348.152625276  | ENAB
2005348.210955245  | DISA
2005349.104409454  | ENAB
2005349.164044069  | DISA
2005351.091741695  | ENAB
2005351.142534269  | DISA
2005353.214905712  | ENAB
2005354.030845441  | DISA
2005355.054222159  | ENAB
2005355.113112159  | DISA
#*****< TOO Interrupt @ 2005356.133721000 >*****
2005356.230912468  | ENAB
2005357.040107102  | DISA
2005357.195027700  | ENAB
2005358.010027424  | DISA
2005359.045339157  | ENAB
2005359.113736043  | DISA
2005360.110459927  | ENAB
2005360.151250007  | DISA
2005363.040419852  | ENAB
2005363.080332510  | DISA
2005364.114737706  | ENAB
2005364.174740799  | DISA
2006003.104238984  | ENAB
2006003.160926893  | DISA
#*****< TOO Interrupt @ 2006004.140000000 >*****
2006007.122443121  | ENAB
2006007.185213761  | DISA
2006026.100502049  | ENAB
2006026.145313495  | DISA
2006027.055422658  | ENAB
2006027.131910208  | DISA
2006039.152615374  | ENAB
2006039.182612382  | DISA
2006046.225647756  | ENAB
2006047.021803620  | DISA
2006049.133234574  | ENAB
2006049.162308691  | DISA
2006053.060826115  | ENAB
2006053.075530211  | DISA
2006053.161333318  | ENAB
2006053.204600610  | DISA
2006056.074337281  | ENAB
2006056.145354138  | DISA
2006053.060826115  | ENAB
2006053.075530211  | DISA
2006053.161333318  | ENAB
2006053.204600610  | DISA
2006056.074337281  | ENAB
2006056.145354138  | DISA
2006069.070914616  | ENAB
2006069.094636502  | DISA
2006074.004019038  | ENAB
2006074.062514311  | DISA
2006074.205959897  | ENAB
2006075.024021588  | DISA
2006074.004019038  | ENAB
2006074.062514311  | DISA
2006074.205959897  | ENAB
2006075.024021588  | DISA
#*****< RAD Interrupt @ 2006080.013200000 >*****
2006082.184939816  | ENAB
#*****< TOO Interrupt @ 2006082.222000000 >*****
2006082.224807711  | DISA
#*****< TOO Interrupt @ 2006088.115700000 >*****
2006089.081637488  | ENAB
2006089.110542059  | DISA
2006092.135828258  | ENAB
2006092.150114977  | DISA
2006103.011815350  | ENAB
2006103.081900318  | DISA
2006108.124036705  | ENAB
